STCODE,FORMAT,CLASS,TAX_ORDER,FAMILY,SCI_NAME,AUTHOR,ADULT_HAB,IMMAT_HAB,ADULT_FUNC,IMMAT_FUNC,HOSTTYPE,HOST,ABUNDANCE,COLLECTION,REFERENCE
SA001,1,INSECTA,DIPTERA,TEPHRITIDAE,Orellia occidentalis,(Snow),,,,H,,,C,P,
SA001,1,INSECTA,DIPTERA,TEPHRITIDAE,Paracantha genalis,Malloch,,,,,,,U,P,2
SA001,1,INSECTA,DIPTERA,TEPHRITIDAE,Rhagoletis tabellaria,(Fitch),F-cn,F-cn,Fl,H,P,Ribes,C,P,
SA001,1,INSECTA,DIPTERA,TEPHRITIDAE,Trupanea californica,Malloch,O-vg,O-vg,Fl,H,P,COMP,U,P,
SA001,1,INSECTA,DIPTERA,TEPHRITIDAE,Trupanea pseudovicina,Hering,O-vg,O-vg,Fl,H,P,COMP,C,P,
SA001,1,INSECTA,DIPTERA,TEPHRITIDAE,Trupanea signata,Foote,,,,,,,U,P,
SA001,1,INSECTA,DIPTERA,TEPHRITIDAE,Trypeta angustigena,Foote,,,,,,,U,P,
SA001,1,INSECTA,DIPTERA,THAUMALEIDAE,Thaumalea sp.,,R-vg,S-Aq,,H,,,,P,
SA001,1,INSECTA,DIPTERA,THEREVIDAE,Thereva spp. (2),,,,,Pr,,,R,P,2
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Antocha monticola,Alexander,R-vg,Aqt,,Ga,,,,A,"1,46"
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Austrolimnophila badia,(Doane),R-vg,S-Aq,,Go,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Chionea sp.,,R-vg,,,,,,,,1
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Cladura macnabi,Alexander,R-vg,S-Aq,,,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Dactylolabis sp.,,R-vg,Aqt,,Sh,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Dicranoptycha stenophallus,Alexander,R-vg,,,,,,,A,1
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Dicranota sp.,,R-vg,,,Pr,,,,A,"21,46"
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Elliptera sp.,,R-vg,Aqt,,Sh,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Erioptera (Symplecta) sp.,,R-vg,Aqt,,Ga,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Erioptera cana,(Walker),R-vg,S-Aq,,D,,,,A,1
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Gnophomyia sp.,,R-vg,,,,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Gonomyia sp.,,R-vg,,,,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Limnophila sp.,,R-vg,Aqt,,Pr,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Limonia (Dicranomyia) sp.,,R-vg,Aqt,,Sh,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Limonia nebeculosa sciophila,(Osten Sacken),R-vg,,,,,,,A,1
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Lipsothrix fenderi,Alexander,R-vg,Aqt,,Go,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Paradelphomyia sp.,,R-vg,Aqt,,Ga,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Pedicia aperta,(Coquillett),R-vg,Aqt,,Pr,,,,A,"1,46"
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Pedicia townesiana,Alexander,R-vg,Aqt,,Pr,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Pilaria sp.,,R-vg,Aqt,,Pr,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Tipula (Tipula) sp.,,R-vg,Aqt,,Sh,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Tipula (Trichotipula) sp. nr. repulsa,Alexander,R-vg,,,,,,,A,1
SA001,1,INSECTA,DIPTERA,TIPULIDAE,Ulomorpha sp.,,R-vg,Aqt,,Pr,,,,A,46
SA001,1,INSECTA,DIPTERA,TIPULIDAE,undetermined specimens,,,,,,,,,P,
SA001,1,INSECTA,DIPTERA,TRICHOCERIDAE,Trichocera colombiana,Alexander,F-cn,F-lt,,,,,C,A,1
SA001,1,INSECTA,DIPTERA,TRICHOCERIDAE,undetermined specimens,,,,,,,,,P,
SA001,1,INSECTA,DIPTERA,TRIXOSCELIDIDAE,Trixoscelis sp.,,,,,,,,,,1
SA001,1,INSECTA,DIPTERA,TRIXOSCELIDIDAE,undetermined specimens,,,,,,,,,P,2
SA001,1,INSECTA,DIPTERA,XYLOPHAGIDAE,Xylophagus cinctus,DeGeer,F-cn,wood,,Pr,,,U,P,41
SA001,1,INSECTA,DIPTERA,XYLOPHAGIDAE,Xylophagus decorus,Williston,F-cn,wood,,Pr,,,U,P,"1,23,41"
SA001,1,INSECTA,DIPTERA,XYLOPHAGIDAE,Xylophagus gracilis,Williston,F-cn,wood,,Pr,,,R,P,41
SA001,1,INSECTA,EPHEMEROPTERA,BAETIDAE,Baetis bicaudatus,Dodds,R-vg,Aqt,nf,Ga,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,BAETIDAE,Baetis hageni,Eaton,R-vg,Aqt,nf,Ga,,,,A,8
SA001,1,INSECTA,EPHEMEROPTERA,BAETIDAE,Baetis tricaudatus,Dodds,R-vg,Aqt,nf,Ga,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,BAETIDAE,Diphetor hageni,(Eaton),R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Attenella delantala,(Mayo),R-vg,Aqt,nf,Ga,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Attenella margarita,(Needham),R-vg,Aqt,nf,Ga,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Caudatella cascadia,(Allen & Edmunds),R-vg,Aqt,nf,Ga,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Caudatella edmundsi,(Allen),R-vg,Aqt,nf,Ga,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Caudatella heterocaudata,(McDunnough),R-vg,Aqt,nf,Ga,,,,A,"17,47"
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Caudatella hystrix,(Traver),R-vg,Aqt,nf,Ga,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Drunella coloradensis,(Dodds),R-vg,Aqt,nf,Pr,,,,A,"17,47"
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Drunella doddsi,(Needham),R-vg,Aqt,nf,Pr,,,,A,"17,47"
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Drunella flavilinea,(McDunnough),R-vg,Aqt,nf,Pr,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Drunella pelosa,(Mayo),R-vg,Aqt,nf,Pr,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Drunella spinifera,(Needham),R-vg,Aqt,nf,Pr,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Ephemerella infrequens,McDunnough,R-vg,Aqt,nf,Pr,,,,A,"17,47"
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Ephemerella sp.,,R-vg,Aqt,nf,Pr,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Serratella teresa,(Traver),R-vg,Aqt,nf,Pr,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Serratella tibialis,(McDunnough),R-vg,Aqt,nf,Pr,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,Serratella velmae,(Allen & Edmunds),R-vg,Aqt,nf,Pr,,,,A,17
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Cinygma dimicki,McDunnough,R-vg,Aqt,nf,Sc,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Cinygma integrum,Eaton,R-vg,Aqt,nf,Sc,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Cinygmula par,(Eaton),R-vg,Aqt,nf,Sc,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Cinygmula ramaleyi,(Dodds),R-vg,Aqt,nf,Sc,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Cinygmula reticulata,McDunnough,R-vg,Aqt,nf,Sc,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Cinygmula uniformis,McDunnough,R-vg,Aqt,nf,Sc,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Epeorus (Iron) deceptivus,McDunnough,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Epeorus (Iron) hesperus,(Banks),R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Epeorus (Iron) longimanus,(Eaton),R-vg,Aqt,nf,Ga,,,,A,478
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Epeorus (Ironopsis) grandis,McDunnough,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Ironodes nitidus,(Eaton),R-vg,Aqt,nf,Ga,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,Rhithrogena robusta,(Dodds),R-vg,Aqt,nf,Ga,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,Paraleptophlebia aquilina,Harper & Harper,R-vg,Aqt,nf,Sh,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,Paraleptophlebia debilis,(Walker),R-vg,Aqt,nf,Sh,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,Paraleptophlebia gregalis,(Eaton),R-vg,Aqt,nf,Sh,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,Paraleptophlebia sculleni,Traver,R-vg,Aqt,nf,Sh,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,Paraleptophlebia temporalis,(McDunnough),R-vg,Aqt,nf,Sh,,,,A,"8,47"
SA001,1,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,Paraleptophlebia vaciva,(Eaton),R-vg,Aqt,nf,Sh,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus amador,Mayo,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus exquisitus,Eaton,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus sp.,,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus sp. nr. cooki,McDunnough,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus sp. nr. dissitus,Traver,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus sp. nr. velox,Dodds,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus sparsatus,McDunnough,R-vg,Aqt,nf,Ga,,,,A,8
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus suffusus,McDunnough,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,EPHEMEROPTERA,SIPHLONURIDAE,Ameletus vancouverensis,McDunnough,R-vg,Aqt,nf,Ga,,,,A,47
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ACANTHOSOMATIDAE,Elasmostethus cruciatus,(Say),,,H,H,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ACANTHOSOMATIDAE,Elasmucha lateralis,(Say),,,H,H,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ALYDIDAE,Alydus calcaratus,(Linnaeus),,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ALYDIDAE,Alydus conspersus,(Montandon),,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ALYDIDAE,Alydus pilosulus,(Herrich-Schaeffer),,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ALYDIDAE,Darmistus subvittatus,Stal,,,H,H,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ALYDIDAE,Megalotomus quinquespinosus,(Say),,,H,H,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ALYDIDAE,Tollius curtalis,Stal,,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ALYDIDAE,Tollius setosus,Van Duzee,,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ANTHOCORIDAE,Anthocoris antevolens,White,,,Pr,Pr,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ANTHOCORIDAE,Anthocoris whitei,Reuter,,,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ANTHOCORIDAE,Melanocoris longirostris,Kelton,F-cn,F-cn,Pr,Pr,P,Pinus,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ANTHOCORIDAE,Orius tristicolor,(White),,,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ANTHOCORIDAE,Tetraphleps latipennis,Van Duzee,F-cn,F-cn,Pr,Pr,I,Adco,C,P,41
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ANTHOCORIDAE,Tetraphleps uniformis,Parshley,,,Pr,Pr,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ANTHOCORIDAE,Xylocoris umbrinus,Van Duzee,F-lt,F-lt,Pr,Pr,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ARADIDAE,Aradus debilis,Uhler,wood,wood,Fu,Fu,,,,P,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ARADIDAE,Aradus fuscomaculatus,Stal,wood,wood,Fu,Fu,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ARADIDAE,Aradus heidemanni,Bergroth,wood,wood,Fu,Fu,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ARADIDAE,Mezira pacifica,Usinger,wood,wood,Fu,Fu,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,BERYTIDAE,Acanthophysa echinata,Uhler,M-vg,M-vg,H,H,,,C,P,2
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,BERYTIDAE,Jalysus wickhami,Van Duzee,O-vg,O-vg,H,H,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,BERYTIDAE,Neides muticus,(Say),M-vg,M-vg,H,H,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,CIMICIDAE,Oeciacus vicarius,Horvath,nest,nest,Pa,Pa,A,BIRD,R,A,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,COREIDAE,Leptoglossus occidentalis,Heidemann,F-cn,F-cn,Sd,Sd,P,CONIF,U,,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,CORIXIDAE,Callicorixa vulnerata,(Uhler),Aqt,Aqt,Pr,Pr,,,U,,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,CORIXIDAE,Cenocorixa wileyae,Hungerford,Aqt,Aqt,,,,,U,,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,CYDNIDAE,Amnestus pallidus,Zimmer,M-sl,M-sl,Rt,Rt,,,U,P,2
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,DIPSOCORIDAE,Ceratocombus sp.,,F-lt,F-lt,Pr,Pr,,,R,A,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ENICOCEPHALIDAE,Boreostolis americanus,Wygodzinsky & Stys,S-Aq,S-Aq,Pr,Pr,,,R,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,ENICOCEPHALIDAE,Systelloderes grandes,Kritsky,S-Aq,S-Aq,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,GELASTOCORIDAE,Gelastocoris oculatus,(Fabricius),S-Aq,S-Aq,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,GERRIDAE,Gerris incurvatus,Drake & Hottes,Aqt,Aqt,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,GERRIDAE,Gerris remigis,Say,Aqt,Aqt,Pr,Pr,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,GERRIDAE,Limnoporus notabilis,(Drake & Hottes),Aqt,Aqt,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Blissus sp.,,,,,,,,R,A,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Crophius bohemani,Stal,,,,,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Eremocoris dimidiatus,Van Duzee,F-lt,F-lt,Sd,Sd,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Eremocoris spp. (2),,F-lt,F-lt,Sd,Sd,,,C,P,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Gastrodes pacificus,(Provancher),F-cn,F-cn,Sd,Sd,P,CONIF,U,P,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Geocoris pallens,Stal,O-gd,O-gd,Pr,Pr,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Kleidocerys franciscanus,(Stal),,,H,H,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Kleidocerys n.sp.,,,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Kleidocerys ovalis,Barber,F-cn,F-cn,H,H,P,Rhma,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Kleidocerys resedae fuscomaculatus,Barber,F-cn,F-cn,H,H,P,Alnus,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Kleidocerys resedae resedae,(Panzer),F-cn,F-cn,H,H,P,Rhma,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Ligyrocoris diffusus,(Uhler),O-gd,O-gd,Sd,Sd,P,COMP,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Ligyrocoris latimarginatus,Barber,,,Sd,Sd,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Ligyrocoris sylvestris,(Linnaeus),,,Sd,Sd,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Lygaeospilus brevipilus,Scudder,,,,,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Lygaeus kalmii,Stal,O-vg,O-vg,H,H,P,Ascle,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Malezonotus angustatus,(Van Duzee),,,Sd,Sd,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Malezonotus grossus,(Van Duzee),,,Sd,Sd,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Malezonotus obrieni,Ashlock,,,Sd,Sd,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Malezonotus sodalicius,(Uhler),,,Sd,Sd,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Megalonotus sabulicolus,(Thomson) (I),,,Sd,Sd,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Neacoryphus bicrucis,(Say),,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Nysius niger,Baker,,,H,H,,,A,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Nysius raphanus,Howard,,,H,H,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Nysius tenellus,Barber,,,H,H,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Ortholomus sp.,,,,,,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Ozophora picturata,Uhler,F-lt,F-lt,Sd,Sd,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Plinthisus longisetosus,Barber,F-lt,F-lt,Sd,Sd,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Scolopstethus pacificus,Barber,,,Sd,Sd,,,A,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Scolopstethus thomsonii,Reuter,,,Sd,Sd,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Sphragisticus nebulosus,(Fallen),O-gd,O-gd,Sd,Sd,,,,,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Stygnocoris sabulosus,(Schilling) (I),,,Sd,Sd,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Thylochromus nitidulus,Barber,O-vg,O-vg,Sd,Sd,P,Arcto,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Trapezonotus n.sp.,,,,Sd,Sd,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,LYGAEIDAE,Xyonysius californicus,(Stal),,,Sd,Sd,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Adelphocoris superbus,(Uhler),,,H,H,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Allorhinocoris speciosus,Bliven,F-cn,F-cn,,,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Atractotomus cooperi,Stonedahl,F-cn,F-cn,H,H,P,Abpr,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Atractotomus kolenati,(Flor),F-cn,F-cn,H,H,P,Abpr,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Atractotomus reuteri,Knight,O-vg,O-vg,H,H,P,Ceano,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Blepharidopterus angulatus,(Fallen) (I),,,H,H,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Ceratocapsus apicatus,Van Duzee,F-cn,F-cn,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Ceratocapsus spp. (2),,F-cn,F-cn,Pr,Pr,,,U,P,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Chlamydatus sp.,,O-vg,O-vg,H,H,P,COMP,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Deraeocoris brevis,(Uhler),,,Pr,Pr,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Deraeocoris incertus,Knight,,,Pr,Pr,,,U,P,6
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Deraeocoris piceicola,Knight,,,Pr,Pr,,,,,6
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Deraeocoris rubroclarus,Knight,F-cn,F-cn,Pr,Pr,P,Psme,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Diaphnocoris pellucida,(Uhler),,,Pr,Pr,,,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Dichaetocoris n.sp.,,F-cn,F-cn,H,H,P,Psme,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Dichrooscytus sp. nr. abiesi,Bliven,F-cn,F-cn,H,H,P,CONIF,,,6
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Dichrooscytus sp. nr. rainieri,Knight,F-cn,F-cn,H,H,P,CONIF,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Dicyphus dicrepans,Knight,,,H,H,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Dicyphus hesperus,Knight,,,H,H,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Eurychilopterella n.sp,,,,Pr,Pr,,,U,,1
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Hadronema militaris,Uhler,,,Pr,Pr,,,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Hadronema princeps,Uhler,,,Pr,Pr,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Irbisia inurbana,Bliven,M-vg,M-vg,H,H,P,GRASS,,,18
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Irbisia serrata,Bliven,M-vg,M-vg,H,H,P,GRASS,,,"1,18"
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Labopidea nigrisetosa,Knight,,,,,,,,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Largidea pudica,Van Duzee,F-cn,F-cn,Pr,Pr,P,Pico,R,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Litomiris debilis,(Uhler),M-vg,M-vg,H,H,P,GRASS,C,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Lopidea drakei,Knight,,,H,H,P,LEGUM,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Lopidea n.sp. nr. johnstoni,Knight,,,H,H,P,LEGUM,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Lopidea nigridea,Uhler,,,H,H,P,LEGUM,U,P,
SA001,1,INSECTA,HEMIPTERA-HETEROPTERA,MIRIDAE,Lygocoris communis,(Knight),O-vg,O-vg,H,H,P,Cornu,U,P,
